Application_mode,Course,Gender,Previous_qualification,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Debtor,Status (Actual),PredictedStatus,Probability
Over 23 Years Old,Social Service (Evening Attendance),Female,Secondary Education - 12th Year of Schooling or Eq.,7,14.14285714,9,15.88888889,1,0,40,0,1,1,0.18
2nd Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.98333333,6,13.98333333,1,0,18,0,1,1,0.2667
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.83333333,6,13,1,0,18,0,1,1,0.2133
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13,6,13.66666667,1,1,18,0,1,1,0.14
1st Phase - General Contingent,Management,Female,Secondary Education - 12th Year of Schooling or Eq.,5,15.4,5,14.4,1,0,18,0,1,1,0.3067
Over 23 Years Old,Management (Evening Attendance),Female,Secondary Education - 12th Year of Schooling or Eq.,4,11.25,4,12,1,0,26,0,1,1,0.2067
1st Phase - General Contingent,Basic Education,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.66666667,6,14.16666667,1,0,19,0,1,1,0.26
2nd Phase - General Contingent,Social Service (Evening Attendance),Female,Secondary Education - 12th Year of Schooling or Eq.,6,12,5,12.2,1,0,19,0,1,1,0.2133
3rd Phase - General Contingent,Management,Female,Secondary Education - 12th Year of Schooling or Eq.,3,12.66666667,3,12,1,0,21,0,1,1,0.34
1st Phase - General Contingent,Management,Female,Secondary Education - 12th Year of Schooling or Eq.,1,11,2,10.5,1,0,24,0,1,1,0.3333
1st Phase - General Contingent,Basic Education,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.2,5,12.2,1,0,18,0,1,1,0.26
1st Phase - General Contingent,Basic Education,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.16666667,6,11.5,0,0,22,1,1,1,0.26
Holders of Other Higher Courses,Management,Female,Higher Education - Degree,10,11.61538462,9,10.88888889,1,0,21,0,1,1,0.2533
2nd Phase - General Contingent,Management,Female,Secondary Education - 12th Year of Schooling or Eq.,1,12,2,10,1,0,23,0,1,1,0.3333
2nd Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.16666667,6,12.66666667,1,1,18,0,1,1,0.2133
2nd Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,4,12,2,13,1,0,21,0,1,1,0.2667
2nd Phase - General Contingent,Basic Education,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12,5,13.4,1,0,18,0,1,1,0.2733
2nd Phase - General Contingent,Tourism,Female,Secondary Education - 12th Year of Schooling or Eq.,3,11.33333333,4,12.25,1,0,22,0,1,1,0.2467
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.83333333,6,12.28571429,1,0,19,0,1,1,0.2133
Technological Specialization Diploma Holders,Veterinary Nursing,Female,Technological Specialization Course,5,12,3,14,1,0,27,0,1,1,0.2067
Ordinance No. 854-B/99,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.2,5,14.2,1,0,22,0,1,1,0.2333
2nd Phase - General Contingent,Tourism,Female,Secondary Education - 12th Year of Schooling or Eq.,4,12.75,6,11,1,0,20,0,1,1,0.2533
2nd Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,8,13.75555556,6,12.38571429,1,0,18,0,1,1,0.2667
2nd Phase - General Contingent,Journalism and Communication,Male,Secondary Education - 12th Year of Schooling or Eq.,4,12.25,4,14.75,1,0,20,0,1,1,0.2667
1st Phase - General Contingent,Equinculture,Female,Secondary Education - 12th Year of Schooling or Eq.,5,15.83333333,5,16.16666667,1,0,20,0,1,1,0.2733
2nd Phase - General Contingent,Tourism,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.8,5,11,1,1,19,0,1,1,0.1733
Technological Specialization Diploma Holders,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.57142857,6,14.83333333,1,1,21,0,1,1,0.1267
Transfer,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,10,11.9,9,11.55555556,1,0,29,0,1,1,0.3933
1st Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,11.83333333,6,12,1,1,20,0,1,1,0.1867
Change of Institution/Course,Social Service (Evening Attendance),Female,Professional Higher Technical Course,10,12.6,11,12.72727273,1,1,21,1,1,1,0.1267
1st Phase - General Contingent,Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12,6,12.33333333,1,0,20,0,1,1,0.2267
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,8,14.38888889,7,14.84285714,1,0,18,0,1,1,0.2933
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,7,12.2,7,12.2,1,0,19,0,1,1,0.2933
1st Phase - General Contingent,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,4,11.75,4,10.8,1,1,18,0,1,1,0.24
Over 23 Years Old,Management (Evening Attendance),Male,Secondary Education - 12th Year of Schooling or Eq.,5,14.33333333,4,12.75,1,0,28,0,1,1,0.26
Change of Course,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,8,12.55375,8,12.55375,1,0,22,0,1,1,0.2467
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,7,12.66571429,7,12.66571429,1,0,19,0,1,1,0.2933
1st Phase - General Contingent,Advertising and Marketing Management,Male,Secondary Education - 12th Year of Schooling or Eq.,4,13,6,12.71428571,1,0,20,0,1,1,0.2333
1st Phase - Special Contingent (Madeira Island),Animation and Multimedia Design,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,0,18,0,1,0,0.7121
2nd Phase - General Contingent,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,5,12.2,5,13.4,1,0,18,0,1,1,0.3533
1st Phase - General Contingent,Animation and Multimedia Design,Male,Secondary Education - 12th Year of Schooling or Eq.,17,12.11764706,17,12.57894737,1,0,22,0,1,1,0.2333
1st Phase - General Contingent,Journalism and Communication,Male,Secondary Education - 12th Year of Schooling or Eq.,6,11.5,6,12,1,1,20,0,1,1,0.1467
Over 23 Years Old,Agronomy,Male,Secondary Education - 12th Year of Schooling or Eq.,5,13.83333333,5,12.8,1,0,35,0,1,1,0.2333
Change of Course,Communication Design,Male,Secondary Education - 12th Year of Schooling or Eq.,7,12.14285714,7,13.28571429,1,0,26,0,1,1,0.24
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,8,13.22222222,5,13.97666667,1,0,20,0,1,1,0.2933
1st Phase - General Contingent,Advertising and Marketing Management,Male,Secondary Education - 12th Year of Schooling or Eq.,6,14.16666667,6,13.14285714,1,1,19,0,1,1,0.14
2nd Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,7,13.86714286,7,13.86714286,1,0,19,0,1,1,0.3133
Over 23 Years Old,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,6,12.675,6,12.675,1,0,25,0,1,1,0.3333
1st Phase - Special Contingent (Madeira Island),Animation and Multimedia Design,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,0,19,0,1,0,0.7121
2nd Phase - General Contingent,Basic Education,Male,Secondary Education - 12th Year of Schooling or Eq.,6,12.5,6,12,1,1,20,0,1,1,0.1533
Over 23 Years Old,Journalism and Communication,Male,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,6,14.16666667,5,14.2,1,0,57,0,1,1,0.2067
Over 23 Years Old,Management (Evening Attendance),Male,Secondary Education - 12th Year of Schooling or Eq.,5,14.16666667,5,14,1,0,45,0,1,1,0.26
2nd Phase - General Contingent,Communication Design,Male,Secondary Education - 12th Year of Schooling or Eq.,6,13.125,6,13.83333333,1,0,19,0,1,1,0.2667
Over 23 Years Old,Nursing,Male,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,7,11.63571429,7,11.63571429,1,0,43,0,1,1,0.26
2nd Phase - General Contingent,Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,5,11.28571429,4,12.5,1,0,18,1,1,1,0.4
Over 23 Years Old,Management (Evening Attendance),Male,Secondary Education - 12th Year of Schooling or Eq.,5,13.66666667,5,13.8,1,0,43,0,1,1,0.26
Over 23 Years Old,Management (Evening Attendance),Male,Secondary Education - 12th Year of Schooling or Eq.,4,12.5,3,11,1,0,40,0,1,1,0.26
2nd Phase - General Contingent,Advertising and Marketing Management,Male,Secondary Education - 12th Year of Schooling or Eq.,6,11.55555556,4,13.75,1,1,19,0,1,1,0.1533
1st Phase - General Contingent,Tourism,Male,Secondary Education - 12th Year of Schooling or Eq.,4,11.25,6,10.66666667,1,0,27,0,1,1,0.26
Change of Course,Management (Evening Attendance),Male,Secondary Education - 12th Year of Schooling or Eq.,5,15.4,5,13.83333333,1,0,31,0,1,1,0.26
Technological Specialization Diploma Holders,Agronomy,Male,Technological Specialization Course,0,0,0,0,1,0,26,1,1,0,0.7067
Over 23 Years Old,Management (Evening Attendance),Male,Secondary Education - 12th Year of Schooling or Eq.,5,16.8,5,15.8,1,0,34,0,1,1,0.26
Change of Course,Nursing,Male,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,12,12.52608696,12,12.52608696,1,0,30,0,1,1,0.2333
2nd Phase - General Contingent,Veterinary Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,3,10.66666667,3,13,1,0,22,0,1,1,0.2667
1st Phase - General Contingent,Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,3,12,5,10.8,1,0,20,0,1,1,0.3667
Change of Institution/Course,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,3,10,5,11,1,0,20,0,1,1,0.38
1st Phase - General Contingent,Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,0,20,1,1,0,0.58
1st Phase - General Contingent,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,4,13.5,5,11.6,1,0,19,0,1,1,0.3467
2nd Phase - General Contingent,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,4,11.6,5,11.8,1,1,20,0,1,1,0.2267
1st Phase - General Contingent,Agronomy,Male,Secondary Education - 12th Year of Schooling or Eq.,6,15.16666667,6,16,1,0,18,0,1,1,0.2333
1st Phase - General Contingent,Journalism and Communication,Male,Secondary Education - 12th Year of Schooling or Eq.,6,11.5,6,12.66666667,1,1,18,0,1,1,0.1467
Over 23 Years Old,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,6,13.5,4,14.4,1,0,30,1,1,1,0.3333
2nd Phase - General Contingent,Advertising and Marketing Management,Male,Secondary Education - 12th Year of Schooling or Eq.,4,13.4,4,12.25,0,0,21,1,1,1,0.26
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,7,13.4,7,13.4,1,0,18,0,1,1,0.2933
2nd Phase - General Contingent,Advertising and Marketing Management,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,0,19,0,1,0,0.6133
1st Phase - General Contingent,Equinculture,Male,Secondary Education - 12th Year of Schooling or Eq.,5,13.4,4,11.75,1,0,20,0,1,1,0.28
1st Phase - Special Contingent (Azores Island),Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,14.125,6,12.66666667,1,0,18,0,1,1,0.26
Over 23 Years Old,Oral Hygiene,Female,Secondary Education - 12th Year of Schooling or Eq.,7,12.04285714,7,11.95,1,0,25,0,1,1,0.1867
2nd Phase - General Contingent,Tourism,Female,Secondary Education - 12th Year of Schooling or Eq.,6,15.66666667,5,14,1,0,22,0,1,1,0.2533
Change of Course,Equinculture,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.8,6,12,1,0,21,0,1,1,0.28
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,13.20714286,5,13.336,1,1,21,0,1,1,0.2067
Over 23 Years Old,Oral Hygiene,Female,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,1,26,0,1,1,0.3933
International Student (Bachelor),Advertising and Marketing Management,Female,Secondary Education - 12th Year of Schooling or Eq.,6,14,7,14.66666667,1,0,21,0,1,1,0.2
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,14.11571429,7,14.11571429,1,0,18,0,1,1,0.2133
1st Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.11111111,6,14.85714286,1,1,19,0,1,1,0.1533
1st Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.71428571,6,13.83333333,1,1,18,0,1,1,0.1533
2nd Phase - General Contingent,Management,Female,Secondary Education - 12th Year of Schooling or Eq.,4,11.75,3,11,1,0,19,0,1,1,0.34
Change of Course,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,3,13.66666667,4,11.75,1,0,21,0,1,1,0.2333
Over 23 Years Old,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.415,6,12.415,1,1,24,0,1,1,0.2067
1st Phase - General Contingent,Equinculture,Female,Secondary Education - 12th Year of Schooling or Eq.,2,10.5,1,11,1,0,21,0,1,1,0.3067
Technological Specialization Diploma Holders,Veterinary Nursing,Female,Technological Specialization Course,6,13.42857143,5,14.42857143,1,0,23,0,1,1,0.2067
2nd Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,14.31285714,7,14.31285714,1,1,18,0,1,1,0.22
Over 23 Years Old,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,5,14.5,6,15.42857143,0,0,26,0,1,1,0.2467
1st Phase - General Contingent,Equinculture,Female,Secondary Education - 12th Year of Schooling or Eq.,5,13.4,4,12,1,0,20,0,1,1,0.2733
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.71428571,6,13.83333333,1,0,18,0,1,1,0.2133
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.14285714,6,12.16666667,1,0,20,0,1,1,0.2133
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,14.01428571,7,14.01428571,1,0,20,0,1,1,0.2133
2nd Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,3,13.33333333,2,10.33333333,1,0,18,0,1,1,0.3067
1st Phase - General Contingent,Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,5,13.6,5,13.2,1,1,22,0,1,1,0.14
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,15.4,6,15.4,1,0,20,1,1,1,0.2133
2nd Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,8,15.925,7,13.38571429,1,1,19,0,1,1,0.22
2nd Phase - General Contingent,Management,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12,5,11.33333333,1,0,18,0,1,1,0.32
1st Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,5,13.6,4,14.5,1,1,19,0,1,1,0.1533
1st Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.375,6,14.16666667,1,1,19,0,1,1,0.1867
2nd Phase - General Contingent,Social Service (Evening Attendance),Female,Secondary Education - 12th Year of Schooling or Eq.,6,12,6,12.83333333,1,0,24,0,1,1,0.2133
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,14.5,6,13.33333333,1,0,21,0,1,1,0.2133
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,14.57142857,6,13.66666667,1,1,20,0,1,1,0.14
1st Phase - General Contingent,Basic Education,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.14285714,6,13.42857143,1,0,21,0,1,1,0.26
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,6,11.80833333,7,12.40142857,1,0,20,1,1,1,0.2933
Over 23 Years Old,Advertising and Marketing Management,Male,Other - 11th Year of Schooling,6,13.5,6,14.14285714,1,1,25,0,1,1,0.16
Change of Course,Management (Evening Attendance),Male,Secondary Education - 12th Year of Schooling or Eq.,10,12.8,10,13.8,1,1,32,0,1,1,0.16
Holders of Other Higher Courses,Social Service,Male,Higher Education - Degree (1st Cycle),9,11.88888889,15,11.73333333,1,0,37,0,1,1,0.2867
Technological Specialization Diploma Holders,Agronomy,Male,Technological Specialization Course,0,0,0,0,1,0,23,0,1,0,0.7067
Technological Specialization Diploma Holders,Agronomy,Male,Technological Specialization Course,4,12,4,10.8,1,0,20,0,1,1,0.2267
Change of Course,Social Service (Evening Attendance),Female,Secondary Education - 12th Year of Schooling or Eq.,6,10.83333333,8,11,1,0,45,0,1,1,0.2
Over 23 Years Old,Social Service (Evening Attendance),Female,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,3,11.66666667,3,12.33333333,1,1,26,0,1,1,0.1267
Change of Course,Social Service (Evening Attendance),Female,Higher Education - Degree,7,13.28571429,10,11.8,1,0,26,0,1,1,0.2067
Over 23 Years Old,Management (Evening Attendance),Female,Secondary Education - 12th Year of Schooling or Eq.,3,11.25,3,11,1,0,25,0,1,1,0.2133
1st Phase - Special Contingent (Madeira Island),Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,8,13.11,8,13.11,1,0,18,0,1,1,0.24
Holders of Other Higher Courses,Nursing,Female,Higher Education - Degree,7,14.41428571,7,14.41428571,1,0,27,0,1,1,0.2867
2nd Phase - General Contingent,Management,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.2,5,12.33333333,1,0,20,0,1,1,0.32
2nd Phase - General Contingent,Oral Hygiene,Female,Secondary Education - 12th Year of Schooling or Eq.,8,13.3125,7,14.1,1,1,18,0,1,1,0.18
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,8,13.045,8,13.045,1,0,18,0,1,1,0.2133
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,5,12.858,5,12.858,1,0,19,0,1,1,0.2933
Transfer,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,8,14.2525,8,14.2525,1,1,19,0,1,1,0.2
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,11.24285714,5,14.06,1,1,19,0,1,1,0.2067
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,15.07571429,7,15.07571429,1,0,18,0,1,1,0.2133
2nd Phase - General Contingent,Animation and Multimedia Design,Female,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,1,18,0,1,0,0.5067
